mpg,cylinders,displacement,horsepower,weight,acceleration,modelyear,origin,carname,cluster_label
20.2,1.498191258034802,1.0425908367423216,139.0,3570.0,-1.0050352270325815,78,1,mercury monarch ghia,3
19.2,0.3209353435276921,0.3608082075340017,105.0,3535.0,1.3186697110607208,78,1,pontiac phoenix lj,2
20.5,0.3209353435276921,0.0631284680205099,95.0,3155.0,0.9555908144836421,78,1,chevrolet malibu,2
20.2,0.3209353435276921,0.0631284680205099,85.0,2965.0,0.08420146269865414,78,1,ford fairmont (auto),0
25.1,-0.8563205709794179,-0.5130258665217323,88.0,2720.0,-0.06103009593217742,78,1,ford fairmont (man),1
20.5,0.3209353435276921,0.30319277407977746,100.0,3430.0,0.5925119179065637,78,1,plymouth volare,2
19.4,0.3209353435276921,0.37041077977637243,90.0,3210.0,0.5925119179065637,78,1,amc concord,2
20.6,0.3209353435276921,0.3608082075340017,105.0,3380.0,0.08420146269865414,78,1,buick century special,0
20.8,0.3209353435276921,0.0631284680205099,85.0,3070.0,0.41097246961802436,78,1,mercury zephyr,0
18.6,0.3209353435276921,0.30319277407977746,110.0,3620.0,1.1371302627721815,78,1,dodge aspen,2
18.1,0.3209353435276921,0.6200776580780107,120.0,3410.0,-0.16995376490530126,78,1,amc concord d/l,0
19.2,1.498191258034802,1.0713985534694337,145.0,3425.0,-0.8598036684017507,78,1,chevrolet monte carlo landau,3
17.7,0.3209353435276921,0.3608082075340017,165.0,3445.0,-0.7871878890863345,78,1,buick regal sport coupe (turbo),0
18.1,1.498191258034802,1.0425908367423216,139.0,3205.0,-1.585961461555908,78,1,ford futura,3
17.5,1.498191258034802,1.196231992620253,140.0,4080.0,-0.6782642201132114,78,1,dodge magnum xe,3
30.0,-0.8563205709794179,-0.9163339007013018,68.0,2155.0,0.3383566903026089,78,1,chevrolet chevette,1
27.5,-0.8563205709794179,-0.5706412999759565,95.0,2560.0,-0.4967247718246721,78,3,toyota corona,1
27.2,-0.8563205709794179,-0.714679883611517,97.0,2300.0,-0.3151853235361328,78,3,datsun 510,1
30.9,-0.8563205709794179,-0.8491158950047069,75.0,2230.0,-0.3878011028515483,78,1,dodge omni,1
21.1,-0.8563205709794179,-0.5706412999759565,95.0,2515.0,-0.27887743387842445,78,3,toyota celica gt liftback,1
23.2,-0.8563205709794179,-0.359384710643801,105.0,2745.0,0.41097246961802436,78,1,plymouth sapporo,1
23.8,-0.8563205709794179,-0.40739757185565456,85.0,2855.0,0.7377434765373958,78,1,oldsmobile starfire sx,4
23.9,-0.8563205709794179,-0.714679883611517,97.0,2405.0,-0.2425695442207167,78,3,datsun 200-sx,1
20.3,-0.2676926137258629,-0.5994490167030686,103.0,2830.0,0.12050935235636187,78,2,audi 5000,1
17.0,0.3209353435276921,-0.2921667049472061,125.0,3140.0,-0.7145721097709191,78,2,volvo 264gl,0
21.6,-0.8563205709794179,-0.6954747391267756,115.0,2795.0,0.04789357304094576,78,2,saab 99gle,1
16.2,0.3209353435276921,-0.2921667049472061,133.0,3410.0,0.08420146269865414,78,2,peugeot 604sl,0
31.5,-0.8563205709794179,-1.0027570508826382,71.0,1990.0,-0.2425695442207167,78,2,volkswagen scirocco,1
29.5,-0.8563205709794179,-0.9163339007013018,68.0,2135.0,0.37466457996031727,78,3,honda accord lx,1
21.5,0.3209353435276921,0.3608082075340017,115.0,3245.0,-0.06103009593217742,79,1,pontiac lemans v6,0
19.8,0.3209353435276921,0.0631284680205099,85.0,2990.0,0.9555908144836421,79,1,mercury zephyr 6,2
22.3,-0.8563205709794179,-0.5130258665217323,88.0,2890.0,0.628819807564272,79,1,ford fairmont 4,1
20.2,0.3209353435276921,0.37041077977637243,90.0,3265.0,0.9555908144836421,79,1,amc concord dl 6,2
20.6,0.3209353435276921,0.30319277407977746,110.0,3360.0,0.37466457996031727,79,1,dodge aspen 6,0
17.0,1.498191258034802,1.0713985534694337,130.0,3840.0,-0.06103009593217742,79,1,chevrolet caprice classic,3
17.6,1.498191258034802,1.0425908367423216,129.0,3725.0,-0.7871878890863345,79,1,ford ltd landau,3
16.5,1.498191258034802,1.5131168766184862,138.0,3955.0,-0.8598036684017507,79,1,mercury grand marquis,3
18.2,1.498191258034802,1.196231992620253,135.0,3830.0,-0.13364587524759353,79,1,dodge st. regis,3
16.9,1.498191258034802,1.5035143043761154,155.0,4360.0,-0.2425695442207167,79,1,buick estate wagon (sw),3
15.5,1.498191258034802,1.5131168766184862,142.0,4054.0,-0.4604168821669637,79,1,ford country squire (sw),3
19.2,1.498191258034802,0.706500808259347,125.0,3605.0,-0.206261654563009,79,1,chevrolet malibu classic (sw),3
18.5,1.498191258034802,1.5995400267998223,150.0,3940.0,-0.9324194477171661,79,1,chrysler lebaron town @ country (sw),3
31.9,-0.8563205709794179,-1.0027570508826382,71.0,1925.0,-0.5693405511400875,79,2,vw rabbit custom,1
34.1,-0.8563205709794179,-1.0315647676097504,65.0,1975.0,-0.13364587524759353,79,3,maxda glc deluxe,1
35.7,-0.8563205709794179,-0.9163339007013018,80.0,1915.0,-0.424108992509256,79,1,dodge colt hatchback custom,1
27.4,-0.8563205709794179,-0.6954747391267756,80.0,2670.0,-0.206261654563009,79,1,amc spirit dl,1
25.4,-0.2676926137258629,-0.10011526009979205,77.0,3530.0,1.6454407179800923,79,2,mercedes benz 300d,4
23.0,1.498191258034802,1.5035143043761154,125.0,3900.0,0.6651276972219791,79,1,cadillac eldorado,2
27.2,-0.8563205709794179,-0.5034232942793616,71.0,3190.0,3.351911531892361,79,2,peugeot 504,4
23.9,1.498191258034802,0.639282802562752,90.0,3420.0,2.4079064007919566,79,1,oldsmobile cutlass salon brougham,2
34.2,-0.8563205709794179,-0.8491158950047069,70.0,2200.0,-0.8598036684017507,79,1,plymouth horizon,1
34.5,-0.8563205709794179,-0.8491158950047069,70.0,2150.0,-0.2425695442207167,79,1,plymouth horizon tc3,1
31.8,-0.8563205709794179,-1.0411673398521208,65.0,2020.0,1.3186697110607208,79,3,datsun 210,4
37.3,-0.8563205709794179,-0.9835519063978967,69.0,2130.0,-0.3151853235361328,79,2,fiat strada custom,1
28.4,-0.8563205709794179,-0.40739757185565456,90.0,2670.0,0.1568172420140696,79,1,buick skylark limited,1
28.8,0.3209353435276921,-0.19614098252349907,115.0,2595.0,-1.5496535718981994,79,1,chevrolet citation,0
26.8,0.3209353435276921,-0.19614098252349907,115.0,2700.0,-0.9687273373748738,79,1,oldsmobile omega brougham,0
33.5,-0.8563205709794179,-0.40739757185565456,90.0,2556.0,-0.8598036684017507,79,1,pontiac phoenix,1
41.5,-0.8563205709794179,-0.9163339007013018,76.0,2144.0,-0.3151853235361328,80,2,vw rabbit,1
38.1,-0.8563205709794179,-1.0027570508826382,60.0,1968.0,1.1734381524298898,80,3,toyota corolla tercel,4
32.1,-0.8563205709794179,-0.9163339007013018,70.0,2120.0,-0.02472220627446969,80,1,chevrolet chevette,1
37.2,-0.8563205709794179,-1.0315647676097504,65.0,2019.0,0.30204880064490053,80,3,datsun 310,1
28.0,-0.8563205709794179,-0.40739757185565456,90.0,2678.0,0.3383566903026089,80,1,chevrolet citation,1
26.4,-0.8563205709794179,-0.5130258665217323,88.0,2870.0,0.9192829248259351,80,1,ford fairmont,4
24.3,-0.8563205709794179,-0.40739757185565456,90.0,3003.0,1.6454407179800923,80,1,amc concord,4
19.1,0.3209353435276921,0.30319277407977746,90.0,3381.0,1.1371302627721815,80,1,dodge aspen,2
34.3,-0.8563205709794179,-0.9259364729436725,78.0,2188.0,0.08420146269865414,80,2,audi 4000,1
29.8,-0.8563205709794179,-0.5706412999759565,90.0,2711.0,-0.02472220627446969,80,3,toyota corona liftback,1
31.3,-0.8563205709794179,-0.7050773113691463,75.0,2542.0,0.7014355868796874,80,3,mazda 626,4
37.0,-0.8563205709794179,-0.714679883611517,92.0,2434.0,-0.206261654563009,80,3,datsun 510 hatchback,1
32.2,-0.8563205709794179,-0.8203081782775948,75.0,2265.0,-0.13364587524759353,80,3,toyota corolla,1
46.6,-0.8563205709794179,-1.0315647676097504,65.0,2110.0,0.8466671455105184,80,3,mazda glc,4
27.9,-0.8563205709794179,-0.359384710643801,105.0,2800.0,-0.424108992509256,80,1,dodge colt,1
40.8,-0.8563205709794179,-1.0411673398521208,65.0,2110.0,1.3186697110607208,80,3,datsun 210,4
44.3,-0.8563205709794179,-0.9931544786402674,48.0,2085.0,2.226366952503417,80,2,vw rabbit c (diesel),4
43.4,-0.8563205709794179,-0.9931544786402674,48.0,2335.0,2.9525247456575743,80,2,vw dasher (diesel),4
36.4,-0.2676926137258629,-0.6954747391267756,67.0,2950.0,1.5728249386646755,80,2,audi 5000s (diesel),4
30.0,-0.8563205709794179,-0.45541043306750806,67.0,3250.0,2.2626748421611254,80,2,mercedes-benz 240d,4
44.6,-0.8563205709794179,-0.9835519063978967,67.0,1850.0,-0.641956330455503,80,3,honda civic 1500 gl,1
40.9,-0.8563205709794179,-1.0411673398521208,,1835.0,0.628819807564272,80,2,renault lecar deluxe,1
33.8,-0.8563205709794179,-0.9259364729436725,67.0,2145.0,0.8829750351682267,80,3,subaru dl,4
29.8,-0.8563205709794179,-1.0027570508826382,62.0,1845.0,-0.09733798558988514,80,2,vokswagen rabbit,1
32.7,0.3209353435276921,-0.2441538437353526,132.0,2910.0,-1.5133456822404916,80,3,datsun 280-zx,0
23.7,-1.4449485282329728,-1.1852059234876815,100.0,2420.0,-1.1139588960057054,80,3,mazda rx-7 gs,1
35.0,-0.8563205709794179,-0.6858721668844049,88.0,2500.0,-0.16995376490530126,80,2,triumph tr7 coupe,1
23.6,-0.8563205709794179,-0.5130258665217323,,2905.0,-0.4604168821669637,80,1,ford mustang cobra,1
32.4,-0.8563205709794179,-0.8299107505199654,72.0,2290.0,0.5198961385911481,80,3,honda accord,1
27.2,-0.8563205709794179,-0.5610387277335858,84.0,2490.0,0.04789357304094576,81,1,plymouth reliant,1
26.6,-0.8563205709794179,-0.40739757185565456,84.0,2635.0,0.30204880064490053,81,1,buick skylark,1
25.8,-0.8563205709794179,-0.359384710643801,92.0,2620.0,-0.424108992509256,81,1,dodge aries wagon (sw),1
23.5,0.3209353435276921,-0.19614098252349907,110.0,2725.0,-1.0776510063479976,81,1,chevrolet citation,0
30.0,-0.8563205709794179,-0.5610387277335858,84.0,2385.0,-0.9687273373748738,81,1,plymouth reliant,1
39.1,-0.8563205709794179,-1.098782773306345,58.0,1755.0,0.48358824893343977,81,3,toyota starlet,1
39.0,-0.8563205709794179,-1.0315647676097504,64.0,1875.0,0.30204880064490053,81,1,plymouth champ,1
35.1,-0.8563205709794179,-1.0795776288216037,60.0,1760.0,0.19312513167177797,81,3,honda civic 1300,1
32.3,-0.8563205709794179,-0.9259364729436725,67.0,2065.0,0.8103592558528113,81,3,subaru,4
37.0,-0.8563205709794179,-1.0411673398521208,65.0,1975.0,1.3912854903761362,81,3,datsun 210 mpg,4
37.7,-0.8563205709794179,-1.0027570508826382,62.0,2050.0,0.628819807564272,81,3,toyota tercel,1
34.1,-0.8563205709794179,-0.9835519063978967,68.0,1985.0,0.1568172420140696,81,3,mazda glc 4,1
34.7,-0.8563205709794179,-0.8491158950047069,63.0,2215.0,-0.2425695442207167,81,1,plymouth horizon 4,1
34.4,-0.8563205709794179,-0.9163339007013018,65.0,2045.0,0.22943302132948504,81,1,ford escort 4w,1
29.9,-0.8563205709794179,-0.9163339007013018,65.0,2380.0,1.8632880559263387,81,1,ford escort 2h,4
33.0,-0.8563205709794179,-0.8491158950047069,74.0,2190.0,-0.4967247718246721,81,2,volkswagen jetta,1
34.5,-0.8563205709794179,-0.8971287562165604,,2320.0,0.08420146269865414,81,2,renault 18i,1
33.7,-0.8563205709794179,-0.8299107505199654,75.0,2210.0,-0.424108992509256,81,3,honda prelude,1
32.4,-0.8563205709794179,-0.8203081782775948,75.0,2350.0,0.44728035927573273,81,3,toyota corolla,1
32.9,-0.8563205709794179,-0.714679883611517,100.0,2615.0,-0.27887743387842445,81,3,datsun 200sx,1
31.6,-0.8563205709794179,-0.7050773113691463,74.0,2635.0,0.9918987041413506,81,3,mazda 626,4
28.1,-0.8563205709794179,-0.5034232942793616,80.0,3230.0,1.7543643869532148,81,2,peugeot 505s turbo diesel,4
30.7,0.3209353435276921,-0.46501300530987877,76.0,3160.0,1.463901269691553,81,2,volvo diesel,2
25.4,0.3209353435276921,-0.2441538437353526,116.0,2900.0,-1.0776510063479976,81,3,toyota cressida,0
24.2,0.3209353435276921,-0.45541043306750806,120.0,2930.0,-0.641956330455503,81,3,datsun 810 maxima,0
22.4,0.3209353435276921,0.3608082075340017,110.0,3415.0,0.08420146269865414,81,1,buick century,0
26.6,1.498191258034802,1.5035143043761154,105.0,3725.0,1.2460539317453052,81,1,oldsmobile cutlass ls,2
20.2,0.3209353435276921,0.0631284680205099,88.0,3060.0,0.5562040282488565,81,1,ford granada gl,2
17.6,0.3209353435276921,0.30319277407977746,85.0,3465.0,0.37466457996031727,81,1,chrysler lebaron salon,0
28.0,-0.8563205709794179,-0.781897889308112,88.0,2605.0,1.463901269691553,82,1,chevrolet cavalier,4
27.0,-0.8563205709794179,-0.781897889308112,88.0,2640.0,1.1008223731144744,82,1,chevrolet cavalier wagon,4
34.0,-0.8563205709794179,-0.781897889308112,88.0,2395.0,0.8829750351682267,82,1,chevrolet cavalier 2-door,4
31.0,-0.8563205709794179,-0.781897889308112,85.0,2575.0,0.22943302132948504,82,1,pontiac j2000 se hatchback,1
29.0,-0.8563205709794179,-0.5610387277335858,84.0,2525.0,0.1568172420140696,82,1,dodge aries se,1
27.0,-0.8563205709794179,-0.40739757185565456,90.0,2735.0,0.8829750351682267,82,1,pontiac phoenix,4
24.0,-0.8563205709794179,-0.5130258665217323,92.0,2865.0,0.30204880064490053,82,1,ford fairmont futura,1
23.0,-0.8563205709794179,-0.40739757185565456,,3035.0,1.790672276610923,82,1,amc concord dl,4
36.0,-0.8563205709794179,-0.8491158950047069,74.0,1980.0,-0.09733798558988514,82,2,volkswagen rabbit l,1
37.0,-0.8563205709794179,-0.9835519063978967,68.0,2025.0,0.9555908144836421,82,3,mazda glc custom l,4
31.0,-0.8563205709794179,-0.9835519063978967,68.0,1970.0,0.7377434765373958,82,3,mazda glc custom,4
38.0,-0.8563205709794179,-0.8491158950047069,63.0,2125.0,-0.3151853235361328,82,1,plymouth horizon miser,1
36.0,-0.8563205709794179,-0.9163339007013018,70.0,2125.0,0.628819807564272,82,1,mercury lynx l,1
36.0,-0.8563205709794179,-0.7050773113691463,88.0,2160.0,-0.3878011028515483,82,3,nissan stanza xe,1
36.0,-0.8563205709794179,-0.8299107505199654,75.0,2205.0,-0.3878011028515483,82,3,honda accord,1
34.0,-0.8563205709794179,-0.8203081782775948,70.0,2245.0,0.48358824893343977,82,3,toyota corolla,1
38.0,-0.8563205709794179,-0.9835519063978967,67.0,1965.0,-0.206261654563009,82,3,honda civic,1
32.0,-0.8563205709794179,-0.9835519063978967,67.0,1965.0,0.04789357304094576,82,3,honda civic (auto),1
38.0,-0.8563205709794179,-0.9835519063978967,67.0,1995.0,0.22943302132948504,82,3,datsun 310 gx,1
25.0,0.3209353435276921,-0.11932040458453345,110.0,2945.0,0.30204880064490053,82,1,buick century limited,0
38.0,0.3209353435276921,0.6584879470474935,85.0,3015.0,0.5198961385911481,82,1,oldsmobile cutlass ciera (diesel),2
26.0,-0.8563205709794179,-0.359384710643801,92.0,2585.0,-0.3878011028515483,82,1,chrysler lebaron medallion,1
22.0,0.3209353435276921,0.37041077977637243,112.0,2835.0,-0.3151853235361328,82,1,ford granada l,0
32.0,-0.8563205709794179,-0.4746155775522495,96.0,2665.0,-0.6056484407977952,82,3,toyota celica gt,1
36.0,-0.8563205709794179,-0.5610387277335858,84.0,2370.0,-0.9324194477171661,82,1,dodge charger 2.2,1
27.0,-0.8563205709794179,-0.40739757185565456,90.0,2950.0,0.628819807564272,82,1,chevrolet camaro,1
27.0,-0.8563205709794179,-0.5130258665217323,86.0,2790.0,0.011585683383238038,82,1,ford mustang gl,1
44.0,-0.8563205709794179,-0.9259364729436725,52.0,2130.0,3.279295752576946,82,2,vw pickup,4
32.0,-0.8563205709794179,-0.5610387277335858,84.0,2295.0,-1.4407299029250762,82,1,dodge rampage,1
28.0,-0.8563205709794179,-0.7050773113691463,79.0,2625.0,1.1008223731144744,82,1,ford ranger,4
31.0,-0.8563205709794179,-0.714679883611517,82.0,2720.0,1.3912854903761362,82,1,chevy s-10,4
